estimate,value,method,samples,i
ψ,0.9450733036132318,tmle_iid,400,14
σ2,0.00045270449137149585,tmle_iid,400,14
σ2net,0.0004527044913714962,tmle_iid,400,14
σ2boot,NaN,tmle_iid,400,14
ψ,0.26658308459836,ols,400,14
σ2,0.004761070913758261,ols,400,14
σ2net,0.004761070913758261,ols,400,14
ψ,0.9698558094687262,plugin,400,15
σ2boot,NaN,plugin,400,15
ψ,0.8793425621203467,ipw,400,15
σ2,0.0003152478246840488,ipw,400,15
σ2net,0.0011576018777493338,ipw,400,15
σ2boot,NaN,ipw,400,15
stabilized,false,ipw,400,15
ψ,0.8793425492859258,sipw,400,15
σ2,0.0003152477573938573,sipw,400,15
σ2net,0.0011576008595274435,sipw,400,15
σ2boot,NaN,sipw,400,15
stabilized,true,sipw,400,15
ψ,0.9698558128130281,onestep,400,15
σ2,0.00031080307731864385,onestep,400,15
σ2net,0.001133138596457423,onestep,400,15
σ2boot,NaN,onestep,400,15
ψ,0.9698558137646168,tmle,400,15
σ2,0.0003108030808192245,tmle,400,15
σ2net,0.0011331386442588833,tmle,400,15
σ2boot,NaN,tmle,400,15
ψ,0.8874442952043354,plugin_iid,400,15
σ2boot,NaN,plugin_iid,400,15
ψ,0.8793425215680258,ipw_iid,400,15
σ2,0.00031524764971914426,ipw_iid,400,15
σ2net,0.00031524764971914437,ipw_iid,400,15
σ2boot,NaN,ipw_iid,400,15
stabilized,false,ipw_iid,400,15
ψ,0.8793425574848748,sipw_iid,400,15
σ2,0.00031524778560376065,sipw_iid,400,15
σ2net,0.00031524778560376065,sipw_iid,400,15
σ2boot,NaN,sipw_iid,400,15
stabilized,true,sipw_iid,400,15
ψ,0.8874442960036255,onestep_iid,400,15
σ2,0.00031524782525737773,onestep_iid,400,15
σ2net,0.0003152478252573776,onestep_iid,400,15
σ2boot,NaN,onestep_iid,400,15
ψ,0.8874443017867096,tmle_iid,400,15
σ2,0.0003152478195493609,tmle_iid,400,15
σ2net,0.0003152478195493608,tmle_iid,400,15
σ2boot,NaN,tmle_iid,400,15
ψ,0.1979787060999429,ols,400,15
σ2,0.004078285246997536,ols,400,15
σ2net,0.004078285246997536,ols,400,15
ψ,1.0444902734902808,plugin,400,16
σ2boot,NaN,plugin,400,16
ψ,0.9463586978420632,ipw,400,16
σ2,0.0003879946228760388,ipw,400,16
σ2net,0.0009937111771305689,ipw,400,16
σ2boot,NaN,ipw,400,16
stabilized,false,ipw,400,16
ψ,0.946358637753489,sipw,400,16
σ2,0.00038799447928019324,sipw,400,16
σ2net,0.0009937108368088445,sipw,400,16
σ2boot,NaN,sipw,400,16
stabilized,true,sipw,400,16
ψ,1.044490273585321,onestep,400,16
σ2,0.0003936690956099966,onestep,400,16
σ2net,0.0010377932120636444,onestep,400,16
σ2boot,NaN,onestep,400,16
ψ,1.0444902697013414,tmle,400,16
σ2,0.0003936689799000978,tmle,400,16
σ2net,0.0010377930576172464,tmle,400,16
σ2boot,NaN,tmle,400,16
ψ,0.9604634966577379,plugin_iid,400,16
σ2boot,NaN,plugin_iid,400,16
ψ,0.9463587292003821,ipw_iid,400,16
σ2,0.0003879948363143707,ipw_iid,400,16
σ2net,0.0003879948363143704,ipw_iid,400,16
σ2boot,NaN,ipw_iid,400,16
stabilized,false,ipw_iid,400,16
ψ,0.9463587677442855,sipw_iid,400,16
σ2,0.0003879950038148468,sipw_iid,400,16
σ2net,0.00038799500381484636,sipw_iid,400,16
σ2boot,NaN,sipw_iid,400,16
stabilized,true,sipw_iid,400,16
ψ,0.9604634970694059,onestep_iid,400,16
σ2,0.00038799486429457684,onestep_iid,400,16
σ2net,0.00038799486429457673,onestep_iid,400,16
σ2boot,NaN,onestep_iid,400,16
ψ,0.960463483061936,tmle_iid,400,16
σ2,0.0003879947938235702,tmle_iid,400,16
σ2net,0.0003879947938235703,tmle_iid,400,16
σ2boot,NaN,tmle_iid,400,16
ψ,0.3459212453051359,ols,400,16
σ2,0.0043334532109465754,ols,400,16
σ2net,0.0043334532109465754,ols,400,16
ψ,0.9722976958880437,plugin,400,17
σ2boot,NaN,plugin,400,17
ψ,0.8814309666103077,ipw,400,17
σ2,0.00042521252472612616,ipw,400,17
σ2net,0.001443747253062457,ipw,400,17
σ2boot,NaN,ipw,400,17
stabilized,false,ipw,400,17
ψ,0.88143075053894,sipw,400,17
σ2,0.00042520635836398375,sipw,400,17
σ2net,0.0014437244192223976,sipw,400,17
σ2boot,NaN,sipw,400,17
stabilized,true,sipw,400,17
ψ,0.9722978545343796,onestep,400,17
σ2,0.00041585149527146383,onestep,400,17
σ2net,0.0013514059490057021,onestep,400,17
σ2boot,NaN,onestep,400,17
ψ,0.972298049413474,tmle,400,17
σ2,0.0004158512401456789,tmle,400,17
σ2net,0.0013514066579775332,tmle,400,17
σ2boot,NaN,tmle,400,17
ψ,0.8934482009435563,plugin_iid,400,17
σ2boot,NaN,plugin_iid,400,17
ψ,0.8814298690798965,ipw_iid,400,17
σ2,0.0004252066826110095,ipw_iid,400,17
σ2net,0.0004252066826110098,ipw_iid,400,17
σ2boot,NaN,ipw_iid,400,17
stabilized,false,ipw_iid,400,17
ψ,0.8814298275162915,sipw_iid,400,17
σ2,0.0004252063600862673,sipw_iid,400,17
σ2net,0.0004252063600862674,sipw_iid,400,17
σ2boot,NaN,sipw_iid,400,17
stabilized,true,sipw_iid,400,17
ψ,0.8934482301031464,onestep_iid,400,17
σ2,0.0004252064603779465,onestep_iid,400,17
σ2net,0.00042520646037794656,onestep_iid,400,17
σ2boot,NaN,onestep_iid,400,17
ψ,0.8934482061444126,tmle_iid,400,17
σ2,0.0004252063638256743,tmle_iid,400,17
σ2net,0.0004252063638256744,tmle_iid,400,17
σ2boot,NaN,tmle_iid,400,17
ψ,0.2977170601830728,ols,400,17
σ2,0.004635021113785277,ols,400,17
σ2net,0.004635021113785277,ols,400,17
ψ,1.0031076144976274,plugin,400,18
σ2boot,NaN,plugin,400,18
ψ,0.9090880814147816,ipw,400,18
σ2,0.00041763967296227697,ipw,400,18
σ2net,0.001503741994788589,ipw,400,18
σ2boot,NaN,ipw,400,18
stabilized,false,ipw,400,18
ψ,0.9090880280300889,sipw,400,18
σ2,0.0004176394570052009,sipw,400,18
σ2net,0.0015037409561404448,sipw,400,18
σ2boot,NaN,sipw,400,18
stabilized,true,sipw,400,18
ψ,1.0031076143873794,onestep,400,18
σ2,0.00042190464654124683,onestep,400,18
σ2net,0.0015391528396402514,onestep,400,18
σ2boot,NaN,onestep,400,18
ψ,1.0031076126055667,tmle,400,18
σ2,0.00042190468767673117,tmle,400,18
σ2net,0.0015391529371777157,tmle,400,18
σ2boot,NaN,tmle,400,18
ψ,0.9243122254456948,plugin_iid,400,18
σ2boot,NaN,plugin_iid,400,18
ψ,0.9090880003753378,ipw_iid,400,18
σ2,0.0004176390477198035,ipw_iid,400,18
σ2net,0.0004176390477198037,ipw_iid,400,18
σ2boot,NaN,ipw_iid,400,18
stabilized,false,ipw_iid,400,18
ψ,0.9090879817621509,sipw_iid,400,18
σ2,0.0004176393311033469,sipw_iid,400,18
σ2net,0.00041763933110334703,sipw_iid,400,18
σ2boot,NaN,sipw_iid,400,18
stabilized,true,sipw_iid,400,18
ψ,0.9243122127901152,onestep_iid,400,18
σ2,0.0004176396557294391,onestep_iid,400,18
σ2net,0.00041763965572943915,onestep_iid,400,18
σ2boot,NaN,onestep_iid,400,18
ψ,0.9243122317763414,tmle_iid,400,18
σ2,0.0004176397986915806,tmle_iid,400,18
σ2net,0.00041763979869158057,tmle_iid,400,18
σ2boot,NaN,tmle_iid,400,18
ψ,0.37518039369275796,ols,400,18
σ2,0.0043604033319644886,ols,400,18
σ2net,0.0043604033319644886,ols,400,18
ψ,1.0185147936703676,plugin,400,19
σ2boot,NaN,plugin,400,19
ψ,0.9201409783989049,ipw,400,19
σ2,0.0004270462098635302,ipw,400,19
σ2net,0.0014319309203272795,ipw,400,19
σ2boot,NaN,ipw,400,19
stabilized,false,ipw,400,19
ψ,0.9201406069125074,sipw,400,19
σ2,0.0004270417148718982,sipw,400,19
σ2net,0.0014319215284946487,sipw,400,19
σ2boot,NaN,sipw,400,19
stabilized,true,sipw,400,19
ψ,1.0185147916240507,onestep,400,19
σ2,0.00043275755919163937,onestep,400,19
σ2net,0.0014887475444298752,onestep,400,19
σ2boot,NaN,onestep,400,19
ψ,1.018376752764478,tmle,400,19
σ2,0.0004327574244415341,tmle,400,19
σ2net,0.0014891437781027574,tmle,400,19
σ2boot,NaN,tmle,400,19
ψ,0.9419522514020565,plugin_iid,400,19
σ2boot,NaN,plugin_iid,400,19
ψ,0.9201405655468939,ipw_iid,400,19
σ2,0.0004270407610143204,ipw_iid,400,19
σ2net,0.0004270407610143206,ipw_iid,400,19
σ2boot,NaN,ipw_iid,400,19
stabilized,false,ipw_iid,400,19
ψ,0.9201410485273989,sipw_iid,400,19
σ2,0.0004270452297263443,sipw_iid,400,19
σ2net,0.00042704522972634437,sipw_iid,400,19
σ2boot,NaN,sipw_iid,400,19
stabilized,true,sipw_iid,400,19
ψ,0.941952259293431,onestep_iid,400,19
σ2,0.0004270429807557444,onestep_iid,400,19
σ2net,0.0004270429807557441,onestep_iid,400,19
σ2boot,NaN,onestep_iid,400,19
ψ,0.9419522954944418,tmle_iid,400,19
σ2,0.00042704366941308323,tmle_iid,400,19
σ2net,0.0004270436694130833,tmle_iid,400,19
σ2boot,NaN,tmle_iid,400,19
ψ,0.5327260477428133,ols,400,19
σ2,0.0049850510500408785,ols,400,19
σ2net,0.0049850510500408785,ols,400,19
ψ,1.0098002015388132,plugin,400,20
σ2boot,NaN,plugin,400,20
ψ,0.9104848492107549,ipw,400,20
σ2,0.0004423150535113296,ipw,400,20
σ2net,0.001186214006241327,ipw,400,20
σ2boot,NaN,ipw,400,20
stabilized,false,ipw,400,20
ψ,0.9104848691053584,sipw,400,20
σ2,0.000442315129733486,sipw,400,20
σ2net,0.001186214057086092,sipw,400,20
σ2boot,NaN,sipw,400,20
stabilized,true,sipw,400,20
ψ,1.0098001983404918,onestep,400,20
σ2,0.0004406087111965549,onestep,400,20
σ2net,0.0011480740118557464,onestep,400,20
σ2boot,NaN,onestep,400,20
ψ,1.009267105269594,tmle,400,20
σ2,0.0004406094168809462,tmle,400,20
σ2net,0.0011481534779532105,tmle,400,20
σ2boot,NaN,tmle,400,20
ψ,0.9248514958313986,plugin_iid,400,20
σ2boot,NaN,plugin_iid,400,20
ψ,0.910484876690347,ipw_iid,400,20
σ2,0.0004423152080023442,ipw_iid,400,20
σ2net,0.0004423152080023441,ipw_iid,400,20
σ2boot,NaN,ipw_iid,400,20
stabilized,false,ipw_iid,400,20
ψ,0.9104848875958998,sipw_iid,400,20
σ2,0.00044231533435286076,sipw_iid,400,20
σ2net,0.0004423153343528604,sipw_iid,400,20
σ2boot,NaN,sipw_iid,400,20
stabilized,true,sipw_iid,400,20
ψ,0.9248514949422563,onestep_iid,400,20
σ2,0.00044231537791747204,onestep_iid,400,20
σ2net,0.0004423153779174723,onestep_iid,400,20
σ2boot,NaN,onestep_iid,400,20
ψ,0.9248514991139305,tmle_iid,400,20
σ2,0.00044231543533494586,tmle_iid,400,20
σ2net,0.000442315435334946,tmle_iid,400,20
σ2boot,NaN,tmle_iid,400,20
ψ,0.34255943046516063,ols,400,20
σ2,0.004756105285783789,ols,400,20
σ2net,0.004756105285783789,ols,400,20
ψ,0.9475236961571809,plugin,400,21
σ2boot,NaN,plugin,400,21
ψ,0.8602687189987931,ipw,400,21
σ2,0.00030409339918357163,ipw,400,21
σ2net,0.000937602636453758,ipw,400,21
σ2boot,NaN,ipw,400,21
stabilized,false,ipw,400,21
ψ,0.8602687582179941,sipw,400,21
σ2,0.00030409357138859753,sipw,400,21
σ2net,0.000937602683528642,sipw,400,21
σ2boot,NaN,sipw,400,21
stabilized,true,sipw,400,21
ψ,0.9475237074683204,onestep,400,21
σ2,0.00030084942480274344,onestep,400,21
σ2net,0.0009005849349936838,onestep,400,21
σ2boot,NaN,onestep,400,21
ψ,0.9475237050386736,tmle,400,21
σ2,0.00030084944210395827,tmle,400,21
σ2net,0.0009005850270969182,tmle,400,21
σ2boot,NaN,tmle,400,21
ψ,0.8711797861402808,plugin_iid,400,21
σ2boot,NaN,plugin_iid,400,21
ψ,0.860268724121822,ipw_iid,400,21
σ2,0.00030409344684405684,ipw_iid,400,21
σ2net,0.00030409344684405727,ipw_iid,400,21
σ2boot,NaN,ipw_iid,400,21
stabilized,false,ipw_iid,400,21
ψ,0.8602687541593711,sipw_iid,400,21
σ2,0.0003040936815878211,sipw_iid,400,21
σ2net,0.00030409368158782125,sipw_iid,400,21
σ2boot,NaN,sipw_iid,400,21
stabilized,true,sipw_iid,400,21
ψ,0.8711797809404174,onestep_iid,400,21
σ2,0.0003040936032689451,onestep_iid,400,21
σ2net,0.00030409360326894534,onestep_iid,400,21
σ2boot,NaN,onestep_iid,400,21
ψ,0.871179788935881,tmle_iid,400,21
σ2,0.00030409362597127684,tmle_iid,400,21
σ2net,0.0003040936259712768,tmle_iid,400,21
σ2boot,NaN,tmle_iid,400,21
ψ,0.2665669035597615,ols,400,21
σ2,0.003757793651177657,ols,400,21
σ2net,0.003757793651177657,ols,400,21
ψ,0.9689462276444193,plugin,400,22
σ2boot,NaN,plugin,400,22
ψ,0.8758782118411576,ipw,400,22
σ2,0.00036661129568840993,ipw,400,22
σ2net,0.0010832360426194275,ipw,400,22
σ2boot,NaN,ipw,400,22
stabilized,false,ipw,400,22
ψ,0.8758782608203559,sipw,400,22
σ2,0.0003666117374807275,sipw,400,22
σ2net,0.0010832361500810403,sipw,400,22
σ2boot,NaN,sipw,400,22
stabilized,true,sipw,400,22
ψ,0.9689462338543813,onestep,400,22
σ2,0.0003602393806456359,onestep,400,22
σ2net,0.0010175847916204215,onestep,400,22
σ2boot,NaN,onestep,400,22
ψ,0.9689462279778005,tmle,400,22
σ2,0.0003602393855793099,tmle,400,22
σ2net,0.0010175847719107822,tmle,400,22
σ2boot,NaN,tmle,400,22
ψ,0.889972201634972,plugin_iid,400,22
σ2boot,NaN,plugin_iid,400,22
ψ,0.8758782600045566,ipw_iid,400,22
σ2,0.00036661175689307716,ipw_iid,400,22
σ2net,0.0003666117568930773,ipw_iid,400,22
σ2boot,NaN,ipw_iid,400,22
stabilized,false,ipw_iid,400,22
ψ,0.87587824652517,sipw_iid,400,22
σ2,0.000366611763195184,sipw_iid,400,22
σ2net,0.00036661176319518406,sipw_iid,400,22
σ2boot,NaN,sipw_iid,400,22
stabilized,true,sipw_iid,400,22
ψ,0.8899722067942483,onestep_iid,400,22
σ2,0.00036661189644421804,onestep_iid,400,22
σ2net,0.0003666118964442182,onestep_iid,400,22
σ2boot,NaN,onestep_iid,400,22
ψ,0.889972197575118,tmle_iid,400,22
σ2,0.00036661192135439233,tmle_iid,400,22
σ2net,0.00036661192135439255,tmle_iid,400,22
σ2boot,NaN,tmle_iid,400,22
ψ,0.3459492300314318,ols,400,22
σ2,0.004583309939595907,ols,400,22
σ2net,0.004583309939595907,ols,400,22
ψ,0.9809058236869644,plugin,400,23
σ2boot,NaN,plugin,400,23
ψ,0.8839399185760978,ipw,400,23
σ2,0.00040997167319215563,ipw,400,23
σ2net,0.0011352423208969807,ipw,400,23
σ2boot,NaN,ipw,400,23
stabilized,false,ipw,400,23
ψ,0.8839399201959879,sipw,400,23
σ2,0.0004099716795803369,sipw,400,23
σ2net,0.0011352412911624585,sipw,400,23
σ2boot,NaN,sipw,400,23
stabilized,true,sipw,400,23
ψ,0.9809058182197872,onestep,400,23
σ2,0.00040709223960680246,onestep,400,23
σ2net,0.0011220969502710807,onestep,400,23
σ2boot,NaN,onestep,400,23
ψ,0.9809058314308275,tmle,400,23
σ2,0.00040709224794073566,tmle,400,23
σ2net,0.0011220968802277294,tmle,400,23
σ2boot,NaN,tmle,400,23
ψ,0.90001005852193,plugin_iid,400,23
σ2boot,NaN,plugin_iid,400,23
ψ,0.8839398719734622,ipw_iid,400,23
σ2,0.0004099714399366653,ipw_iid,400,23
σ2net,0.00040997143993666514,ipw_iid,400,23
σ2boot,NaN,ipw_iid,400,23
stabilized,false,ipw_iid,400,23
ψ,0.8839398811258559,sipw_iid,400,23
σ2,0.0004099716249972349,sipw_iid,400,23
σ2net,0.00040997162499723503,sipw_iid,400,23
σ2boot,NaN,sipw_iid,400,23
stabilized,true,sipw_iid,400,23
ψ,0.900010088904914,onestep_iid,400,23
σ2,0.00040997187225677063,onestep_iid,400,23
σ2net,0.00040997187225677063,onestep_iid,400,23
σ2boot,NaN,onestep_iid,400,23
ψ,0.9000100891283143,tmle_iid,400,23
σ2,0.00040997192973430226,tmle_iid,400,23
σ2net,0.00040997192973430254,tmle_iid,400,23
σ2boot,NaN,tmle_iid,400,23
ψ,0.37061518948824346,ols,400,23
σ2,0.00416647691991476,ols,400,23
σ2net,0.00416647691991476,ols,400,23
ψ,1.0334359219154832,plugin,400,24
σ2boot,NaN,plugin,400,24
ψ,0.9371088737629094,ipw,400,24
σ2,0.0004105960783343183,ipw,400,24
σ2net,0.0014144772779558963,ipw,400,24
σ2boot,NaN,ipw,400,24
stabilized,false,ipw,400,24
ψ,0.9371087674485727,sipw,400,24
σ2,0.0004105959132407895,sipw,400,24
σ2net,0.001414475181623035,sipw,400,24
σ2boot,NaN,sipw,400,24
stabilized,true,sipw,400,24
ψ,1.0334359067618555,onestep,400,24
σ2,0.00041584512743097704,onestep,400,24
σ2net,0.001451541720389584,onestep,400,24
σ2boot,NaN,onestep,400,24
ψ,1.0332499842051357,tmle,400,24
σ2,0.00041584538795117094,tmle,400,24
σ2net,0.0014519971248818757,tmle,400,24
σ2boot,NaN,tmle,400,24
ψ,0.9518248773749807,plugin_iid,400,24
σ2boot,NaN,plugin_iid,400,24
ψ,0.937108914113869,ipw_iid,400,24
σ2,0.0004105973488651646,ipw_iid,400,24
σ2net,0.0004105973488651647,ipw_iid,400,24
σ2boot,NaN,ipw_iid,400,24
stabilized,false,ipw_iid,400,24
ψ,0.9371089000927302,sipw_iid,400,24
σ2,0.00041059726356912585,sipw_iid,400,24
σ2net,0.00041059726356912574,sipw_iid,400,24
σ2boot,NaN,sipw_iid,400,24
stabilized,true,sipw_iid,400,24
ψ,0.9518248733348739,onestep_iid,400,24
σ2,0.00041059671126765035,onestep_iid,400,24
σ2net,0.0004105967112676506,onestep_iid,400,24
σ2boot,NaN,onestep_iid,400,24
ψ,0.9518248789535333,tmle_iid,400,24
σ2,0.0004105968226373533,tmle_iid,400,24
σ2net,0.00041059682263735347,tmle_iid,400,24
σ2boot,NaN,tmle_iid,400,24
ψ,0.34366976160382634,ols,400,24
σ2,0.004547653740234966,ols,400,24
σ2net,0.004547653740234966,ols,400,24
ψ,0.980984532963102,plugin,400,25
σ2boot,NaN,plugin,400,25
ψ,0.8920374973574415,ipw,400,25
σ2,0.00048511843514056566,ipw,400,25
σ2net,0.001371194858502078,ipw,400,25
σ2boot,NaN,ipw,400,25
stabilized,false,ipw,400,25
ψ,0.8920372298626273,sipw,400,25
σ2,0.00048512845352213264,sipw,400,25
σ2net,0.0013712007970462946,sipw,400,25
σ2boot,NaN,sipw,400,25
stabilized,true,sipw,400,25
ψ,0.9809847178021941,onestep,400,25
σ2,0.00048710742903716644,onestep,400,25
σ2net,0.0014121276057864928,onestep,400,25
σ2boot,NaN,onestep,400,25
ψ,0.9808635916335031,tmle,400,25
σ2,0.00048710755436013817,tmle,400,25
σ2net,0.0014123517468371705,tmle,400,25
σ2boot,NaN,tmle,400,25
ψ,0.9070482725870963,plugin_iid,400,25
σ2boot,NaN,plugin_iid,400,25
ψ,0.8920390731840161,ipw_iid,400,25
σ2,0.00048513322984539115,ipw_iid,400,25
σ2net,0.00048513322984539126,ipw_iid,400,25
σ2boot,NaN,ipw_iid,400,25
stabilized,false,ipw_iid,400,25
ψ,0.8920389623672114,sipw_iid,400,25
σ2,0.0004851322686271397,sipw_iid,400,25
σ2net,0.00048513226862714005,sipw_iid,400,25
σ2boot,NaN,sipw_iid,400,25
stabilized,true,sipw_iid,400,25
ψ,0.9070482747408988,onestep_iid,400,25
σ2,0.00048513261118623903,onestep_iid,400,25
σ2net,0.00048513261118623925,onestep_iid,400,25
σ2boot,NaN,onestep_iid,400,25
ψ,0.9070483107871553,tmle_iid,400,25
σ2,0.0004851327043780252,tmle_iid,400,25
σ2net,0.0004851327043780252,tmle_iid,400,25
σ2boot,NaN,tmle_iid,400,25
ψ,0.35703748915268285,ols,400,25
σ2,0.004721188085835147,ols,400,25
σ2net,0.004721188085835147,ols,400,25
ψ,1.0688812806118744,plugin,400,26
σ2boot,NaN,plugin,400,26
ψ,0.9767527377447359,ipw,400,26
σ2,0.0004102601718795156,ipw,400,26
σ2net,0.0013413993017309142,ipw,400,26
σ2boot,NaN,ipw,400,26
stabilized,false,ipw,400,26
ψ,0.9767527294406035,sipw,400,26
σ2,0.00041026026915063794,sipw,400,26
σ2net,0.0013413981262455363,sipw,400,26
σ2boot,NaN,sipw,400,26
stabilized,true,sipw,400,26
ψ,1.0688812746155476,onestep,400,26
σ2,0.0004169900504620262,onestep,400,26
σ2net,0.0013844843813994093,onestep,400,26
σ2boot,NaN,onestep,400,26
ψ,1.0688812752604584,tmle,400,26
σ2,0.00041699005840235235,tmle,400,26
σ2net,0.0013844843932630517,tmle,400,26
σ2boot,NaN,tmle,400,26
ψ,0.9915920727309937,plugin_iid,400,26
σ2boot,NaN,plugin_iid,400,26
ψ,0.976752757630343,ipw_iid,400,26
σ2,0.0004102603626894078,ipw_iid,400,26
σ2net,0.00041026036268940793,ipw_iid,400,26
σ2boot,NaN,ipw_iid,400,26
stabilized,false,ipw_iid,400,26
ψ,0.97675277143938,sipw_iid,400,26
σ2,0.00041026043078764223,sipw_iid,400,26
σ2net,0.00041026043078764207,sipw_iid,400,26
σ2boot,NaN,sipw_iid,400,26
stabilized,true,sipw_iid,400,26
ψ,0.9915920698206504,onestep_iid,400,26
σ2,0.000410260518259384,onestep_iid,400,26
σ2net,0.0004102605182593842,onestep_iid,400,26
σ2boot,NaN,onestep_iid,400,26
ψ,0.9915920711279422,tmle_iid,400,26
σ2,0.0004102605741773726,tmle_iid,400,26
σ2net,0.0004102605741773725,tmle_iid,400,26
σ2boot,NaN,tmle_iid,400,26
ψ,0.34987212851293614,ols,400,26
σ2,0.00460878749878406,ols,400,26
σ2net,0.00460878749878406,ols,400,26
ψ,0.9216773715915383,plugin,400,27
σ2boot,NaN,plugin,400,27
ψ,0.8303322833921224,ipw,400,27
σ2,0.0003646711740536123,ipw,400,27
σ2net,0.00129464077289851,ipw,400,27
σ2boot,NaN,ipw,400,27
stabilized,false,ipw,400,27
ψ,0.8303322579704325,sipw,400,27
σ2,0.00036467110316565983,sipw,400,27
σ2net,0.001294641027341169,sipw,400,27
σ2boot,NaN,sipw,400,27
stabilized,true,sipw,400,27
ψ,0.9216773602563919,onestep,400,27
σ2,0.0003562699819942365,onestep,400,27
σ2net,0.0012197800683309244,onestep,400,27
σ2boot,NaN,onestep,400,27
ψ,0.9213184952926923,tmle,400,27
σ2,0.00035627029560702844,tmle,400,27
σ2net,0.0012192047123429184,tmle,400,27
σ2boot,NaN,tmle,400,27
ψ,0.844037185602799,plugin_iid,400,27
σ2boot,NaN,plugin_iid,400,27
ψ,0.8303322806558491,ipw_iid,400,27
σ2,0.0003646712759956963,ipw_iid,400,27
σ2net,0.0003646712759956961,ipw_iid,400,27
σ2boot,NaN,ipw_iid,400,27
stabilized,false,ipw_iid,400,27
ψ,0.8303322426240775,sipw_iid,400,27
σ2,0.0003646711555663324,sipw_iid,400,27
σ2net,0.00036467115556633255,sipw_iid,400,27
σ2boot,NaN,sipw_iid,400,27
stabilized,true,sipw_iid,400,27
ψ,0.8440371750306221,onestep_iid,400,27
σ2,0.0003646713644108459,onestep_iid,400,27
σ2net,0.0003646713644108457,onestep_iid,400,27
σ2boot,NaN,onestep_iid,400,27
ψ,0.8440371760060158,tmle_iid,400,27
σ2,0.0003646713692562649,tmle_iid,400,27
σ2net,0.00036467136925626495,tmle_iid,400,27
σ2boot,NaN,tmle_iid,400,27
ψ,0.33555273953732845,ols,400,27
σ2,0.0039892668677066765,ols,400,27
σ2net,0.0039892668677066765,ols,400,27
ψ,0.982991675233407,plugin,400,28
σ2boot,NaN,plugin,400,28
ψ,0.8983968061932569,ipw,400,28
σ2,0.0004058811520340743,ipw,400,28
σ2net,0.0014832900332598872,ipw,400,28
σ2boot,NaN,ipw,400,28
stabilized,false,ipw,400,28
ψ,0.8983968430828534,sipw,400,28
σ2,0.0004058812204668012,sipw,400,28
σ2net,0.0014832900315890566,sipw,400,28
σ2boot,NaN,sipw,400,28
stabilized,true,sipw,400,28
ψ,0.9829916810629723,onestep,400,28
σ2,0.0003979473415693964,onestep,400,28
σ2net,0.0014327471205692155,onestep,400,28
σ2boot,NaN,onestep,400,28
ψ,0.9827541933759859,tmle,400,28
σ2,0.0003979475041071387,tmle,400,28
σ2net,0.0014325690047519081,tmle,400,28
σ2boot,NaN,tmle,400,28
ψ,0.9112954047706127,plugin_iid,400,28
σ2boot,NaN,plugin_iid,400,28
ψ,0.8983984467871382,ipw_iid,400,28
σ2,0.0004058923927785585,ipw_iid,400,28
σ2net,0.00040589239277855847,ipw_iid,400,28
σ2boot,NaN,ipw_iid,400,28
stabilized,false,ipw_iid,400,28
ψ,0.8983985312567205,sipw_iid,400,28
σ2,0.0004058851766936163,sipw_iid,400,28
σ2net,0.0004058851766936164,sipw_iid,400,28
σ2boot,NaN,sipw_iid,400,28
stabilized,true,sipw_iid,400,28
ψ,0.9112960464105255,onestep_iid,400,28
σ2,0.0004058825385415469,onestep_iid,400,28
σ2net,0.0004058825385415469,onestep_iid,400,28
σ2boot,NaN,onestep_iid,400,28
ψ,0.9112963466743035,tmle_iid,400,28
σ2,0.00040588223675355945,tmle_iid,400,28
σ2net,0.0004058822367535595,tmle_iid,400,28
σ2boot,NaN,tmle_iid,400,28
ψ,0.3095210696649221,ols,400,28
σ2,0.004375374985587441,ols,400,28
σ2net,0.004375374985587441,ols,400,28
ψ,1.0466177058800539,plugin,400,29
σ2boot,NaN,plugin,400,29
ψ,0.9532062698207362,ipw,400,29
σ2,0.0004117093313400374,ipw,400,29
σ2net,0.0012315724872586468,ipw,400,29
σ2boot,NaN,ipw,400,29
stabilized,false,ipw,400,29
ψ,0.9532081460673447,sipw,400,29
σ2,0.0004117274290641291,sipw,400,29
σ2net,0.0012315249046303634,sipw,400,29
σ2boot,NaN,sipw,400,29
stabilized,true,sipw,400,29
ψ,1.0466173686716398,onestep,400,29
σ2,0.00041245904110836433,onestep,400,29
σ2net,0.0012106658542314836,onestep,400,29
σ2boot,NaN,onestep,400,29
ψ,1.0463588499851064,tmle,400,29
σ2,0.00041245877576964437,tmle,400,29
σ2net,0.0012108518545812445,tmle,400,29
σ2boot,NaN,tmle,400,29
ψ,0.9655639053776909,plugin_iid,400,29
σ2boot,NaN,plugin_iid,400,29
ψ,0.9532089182329367,ipw_iid,400,29
σ2,0.0004117302221305973,ipw_iid,400,29
σ2net,0.0004117302221305973,ipw_iid,400,29
σ2boot,NaN,ipw_iid,400,29
stabilized,false,ipw_iid,400,29
ψ,0.9532090327905003,sipw_iid,400,29
σ2,0.0004117305942116956,sipw_iid,400,29
σ2net,0.00041173059421169516,sipw_iid,400,29
σ2boot,NaN,sipw_iid,400,29
stabilized,true,sipw_iid,400,29
ψ,0.9655639068078986,onestep_iid,400,29
σ2,0.0004117306908968927,onestep_iid,400,29
σ2net,0.0004117306908968926,onestep_iid,400,29
σ2boot,NaN,onestep_iid,400,29
ψ,0.9655639136413644,tmle_iid,400,29
σ2,0.0004117308454351714,tmle_iid,400,29
